ligand,affinity_kcal_per_mol,dock_rank,prob_active,cls_rank,pred_pIC50,reg_rank,consensus_score
lupeol,-7.925,112.0,0.3258418699285411,86.0,5.449141738013934,90.0,102.4
lupeol,-7.925,112.0,0.4278015455071989,36.0,5.261286073251637,140.0,102.4
isocaryophyllene,-7.802,122.0,0.3758036379524681,62.0,5.497976037949634,84.0,102.4
lupeol,-7.925,112.0,0.4278015455071989,36.0,5.260024593391844,143.0,103.0
gurjunene,-7.348,142.0,0.4161924076310594,38.0,5.615518970216186,52.0,103.2
toussaintine,-8.292,88.0,0.3444799337408433,79.0,5.228123103030823,176.0,103.8
toussaintine,-8.292,88.0,0.3444799337408433,79.0,5.228123103030823,176.0,103.8
sitosterol,-9.996,21.0,0.2125,136.0,5.0067421096627225,322.0,104.20000000000002
spathulenol,-7.224,148.0,0.4103595921068711,45.0,5.716393714096718,34.0,104.6
toussaintine,-8.292,88.0,0.2638837307001944,112.0,5.244781991335866,148.0,104.80000000000001
toussaintine,-8.292,88.0,0.2461394314703129,120.0,5.244781991335866,148.0,106.4
karatavin,-6.973,154.0,0.3752662897532814,64.0,5.989221153677431,7.0,106.6
toussaintine,-8.292,88.0,0.2930912618221961,96.0,5.228123103030823,176.0,107.2
toussaintine,-8.292,88.0,0.2930912618221961,96.0,5.228123103030823,176.0,107.2
toussaintine,-8.292,88.0,0.2910933697067344,97.0,5.228123103030823,176.0,107.4
toussaintine,-8.292,88.0,0.2910933697067344,97.0,5.228123103030823,176.0,107.4
toussaintine,-8.292,88.0,0.232201727045918,126.0,5.244781991335866,148.0,107.6
toussaintine,-8.292,88.0,0.232201727045918,126.0,5.244781991335866,148.0,107.6
Z-toussaintine,-8.211,94.0,0.2638837307001944,112.0,5.244781991335866,148.0,108.4
cleistodienol,-7.741,123.0,0.3399070559443322,81.0,5.441585496816109,94.0,108.8
epimonanthadiepoxide,-8.806,74.0,0.3630470059424044,74.0,5.198458509513684,249.0,109.0
caryophyllene,-7.196,149.0,0.3967899285358152,50.0,5.600718066169337,53.0,110.0
toussaintine,-8.292,88.0,0.2638837307001944,112.0,5.228123103030823,176.0,110.4
toussaintine,-8.292,88.0,0.2638837307001944,112.0,5.228123103030823,176.0,110.4
epimonanthadiepoxide,-8.806,74.0,0.3305470059424044,84.0,5.198458509513684,249.0,111.0
toussaintine,-8.292,88.0,0.2461394314703129,120.0,5.228123103030823,176.0,112.0
toussaintine,-8.292,88.0,0.2461394314703129,120.0,5.228123103030823,176.0,112.0
lupeol,-7.925,112.0,0.3258418699285411,86.0,5.261286073251637,140.0,112.4
